company,job_title,country,city,district,job_category
Giza Arabia,Verint Collaboration Engineer,Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
King Faisal Specialist Hospital & Research Centre,SENIOR MRI TECHNOLOGIST,Saudi Arabia,Riyadh,,IT/Software Development
King Faisal Specialist Hospital & Research Centre,SENIOR MRI TECHNOLOGIST,Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
King Faisal Specialist Hospital & Research Centre,SENIOR MRI TECHNOLOGIST,Saudi Arabia,Riyadh,,Engineering - Mechanical/Electrical
Zain - Kuwait,Technical Opportunities for Recent Graduates,Kuwait,Kuwait City,,IT/Software Development
Zain - Kuwait,Technical Opportunities for Recent Graduates,Kuwait,Kuwait City,,Sales/Retail
Zain - Kuwait,Technical Opportunities for Recent Graduates,Kuwait,Kuwait City,,Engineering - Telecom/Technology
King Faisal Specialist Hospital & Research Centre,COMMUNICATIONS TECHNOLOGIST II,Saudi Arabia,Riyadh,,IT/Software Development
King Faisal Specialist Hospital & Research Centre,COMMUNICATIONS TECHNOLOGIST II,Saudi Arabia,Riyadh,,Project/Program Management
King Faisal Specialist Hospital & Research Centre,COMMUNICATIONS TECHNOLOGIST II,Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
Antal International - Egypt,ITSM Senior Analyst - Service Now Developer,Egypt,Cairo,,IT/Software Development
Antal International - Egypt,ITSM Senior Analyst - Service Now Developer,Egypt,Cairo,,Analyst/Research
Antal International - Egypt,ITSM Senior Analyst - Service Now Developer,Egypt,Cairo,,Engineering - Telecom/Technology
Giza Arabia,Genesys Collaboration Engineer,Saudi Arabia,Riyadh,,Installation/Maintenance/Repair
Giza Arabia,Genesys Collaboration Engineer,Saudi Arabia,Riyadh,,IT/Software Development
Giza Arabia,Genesys Collaboration Engineer,Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
Amazon MENA,ICQA Supervisor,United Arab Emirates,Dubai,,Customer Service/Support
Amazon MENA,ICQA Supervisor,United Arab Emirates,Dubai,,IT/Software Development
Amazon MENA,ICQA Supervisor,United Arab Emirates,Dubai,,Sales/Retail
Amazon MENA,"UX Designer, MENA Product Team",United Arab Emirates,Dubai,,Creative/Design/Art
Amazon MENA,"UX Designer, MENA Product Team",United Arab Emirates,Dubai,,IT/Software Development
Amazon MENA,"UX Designer, MENA Product Team",United Arab Emirates,Dubai,,Engineering - Telecom/Technology
Amazon MENA,"Vendor Consultant - Italian, AVS-NOP",Egypt,Cairo,,IT/Software Development
Amazon MENA,"Vendor Consultant - Italian, AVS-NOP",Egypt,Cairo,,Engineering - Telecom/Technology
Amazon MENA,"Vendor Consultant - Italian, AVS-NOP",Egypt,Cairo,,Engineering - Mechanical/Electrical
ManpowerGroup Middle East,IT Software/System Integration Coordinator,United Arab Emirates,Dubai,,Installation/Maintenance/Repair
ManpowerGroup Middle East,IT Software/System Integration Coordinator,United Arab Emirates,Dubai,,IT/Software Development
ManpowerGroup Middle East,IT Software/System Integration Coordinator,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
ManpowerGroup Middle East,Agri-Tech Chief Engineer/Engineering Director,United Arab Emirates,Dubai,,IT/Software Development
ManpowerGroup Middle East,Agri-Tech Chief Engineer/Engineering Director,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
ManpowerGroup Middle East,Agri-Tech Chief Engineer/Engineering Director,United Arab Emirates,Dubai,,Engineering - Mechanical/Electrical
ManpowerGroup Middle East,PRE-OPENING PROJECT MANAGER”.,United Arab Emirates,Dubai,,IT/Software Development
ManpowerGroup Middle East,PRE-OPENING PROJECT MANAGER”.,United Arab Emirates,Dubai,,Sales/Retail
ManpowerGroup Middle East,PRE-OPENING PROJECT MANAGER”.,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
Air Products (Middle East) FZE,QAQC Inspector Building (HVAC / Plumbing),Saudi Arabia,Duba,,IT/Software Development
Air Products (Middle East) FZE,QAQC Inspector Building (HVAC / Plumbing),Saudi Arabia,Duba,,Quality
Air Products (Middle East) FZE,QAQC Inspector Building (HVAC / Plumbing),Saudi Arabia,Duba,,Engineering - Telecom/Technology
Progressive GE,Purchaser KSA national,Saudi Arabia,Riyadh,,IT/Software Development
Progressive GE,Purchaser KSA national,Saudi Arabia,Riyadh,,Sales/Retail
Progressive GE,Purchaser KSA national,Saudi Arabia,Riyadh,,Purchasing/Procurement
Dafa,"Back end Developer Node Js, PHP",Egypt,Giza,,IT/Software Development
Confidential,Genesys consultant,Egypt,Cairo,,IT/Software Development
Mazar construction,IT Assistant,Egypt,Cairo,New Cairo,Installation/Maintenance/Repair
Mazar construction,IT Assistant,Egypt,Cairo,New Cairo,IT/Software Development
Viavi Solutions,Senior Technical Support Engineer,Egypt,Cairo,Maadi,IT/Software Development
Viavi Solutions,Senior Technical Support Engineer,Egypt,Cairo,Maadi,Engineering - Telecom/Technology
GET Group- Egypt,Team Lead .Net Developer,Egypt,Cairo,,IT/Software Development
GET Group- Egypt,Team Lead .Net Developer,Egypt,Cairo,,Engineering - Telecom/Technology
DP World,Group Senior Manager - Tax (UAE CIT),United Arab Emirates,Dubai,,IT/Software Development
DP World,Group Senior Manager - Tax (UAE CIT),United Arab Emirates,Dubai,,Project/Program Management
DP World,Group Senior Manager - Tax (UAE CIT),United Arab Emirates,Dubai,,Sales/Retail
Charterhouse Middle East,Manager IT Data Engineering,United Arab Emirates,Dubai,,Installation/Maintenance/Repair
Charterhouse Middle East,Manager IT Data Engineering,United Arab Emirates,Dubai,,IT/Software Development
Charterhouse Middle East,Manager IT Data Engineering,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
Charterhouse Middle East,Manager IT Platform Operations,United Arab Emirates,Dubai,,IT/Software Development
Charterhouse Middle East,Manager IT Platform Operations,United Arab Emirates,Dubai,,Operations/Management
Charterhouse Middle East,Manager IT Platform Operations,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
Antal International - Egypt,SAP Fiori Developer Analyst,Egypt,Cairo,,IT/Software Development
Antal International - Egypt,SAP Fiori Developer Analyst,Egypt,Cairo,,Analyst/Research
Antal International - Egypt,SAP Fiori Developer Analyst,Egypt,Cairo,,Engineering - Telecom/Technology
Teachanywhere,"high school female humanities teacher - abu dhabi, jan 2024",United Arab Emirates,Dubai,,IT/Software Development
Teachanywhere,"high school female humanities teacher - abu dhabi, jan 2024",United Arab Emirates,Dubai,,Engineering - Telecom/Technology
Teachanywhere,"high school female humanities teacher - abu dhabi, jan 2024",United Arab Emirates,Dubai,,Education/Teaching
Antal International - Egypt,SAP ABAP Analyst,Egypt,Cairo,,Accounting/Finance
Antal International - Egypt,SAP ABAP Analyst,Egypt,Cairo,,IT/Software Development
Antal International - Egypt,SAP ABAP Analyst,Egypt,Cairo,,Engineering - Telecom/Technology
Exacall,Senior Frontend (React & Vue Js),Egypt,Cairo,,Creative/Design/Art
Exacall,Senior Frontend (React & Vue Js),Egypt,Cairo,,IT/Software Development
Exacall,Senior Frontend (React & Vue Js),Egypt,Cairo,,Engineering - Telecom/Technology
Exacall,"Senior Backend Developer (Node, Nest.js)",Egypt,Cairo,,Business Development
Exacall,"Senior Backend Developer (Node, Nest.js)",Egypt,Cairo,,IT/Software Development
Exacall,"Senior Backend Developer (Node, Nest.js)",Egypt,Cairo,,Engineering - Telecom/Technology
King Faisal Specialist Hospital & Research Centre,"TECHNOLOGIST, POSITRON EMISSION TOMOGRAPHY SERVICES",Saudi Arabia,Riyadh,,R&D/Science
King Faisal Specialist Hospital & Research Centre,"TECHNOLOGIST, POSITRON EMISSION TOMOGRAPHY SERVICES",Saudi Arabia,Riyadh,,IT/Software Development
King Faisal Specialist Hospital & Research Centre,"TECHNOLOGIST, POSITRON EMISSION TOMOGRAPHY SERVICES",Saudi Arabia,Riyadh,,Medical/Healthcare
"Honeywell International, Inc.",Certification Engr II,Egypt,Cairo,,IT/Software Development
"Honeywell International, Inc.",Certification Engr II,Egypt,Cairo,,Project/Program Management
"Honeywell International, Inc.",Certification Engr II,Egypt,Cairo,,Engineering - Telecom/Technology
APCO Worldwide LLC,"Project Lead, Communications",Saudi Arabia,Riyadh,,IT/Software Development
APCO Worldwide LLC,"Project Lead, Communications",Saudi Arabia,Riyadh,,Project/Program Management
APCO Worldwide LLC,"Project Lead, Communications",Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
King Faisal Specialist Hospital & Research Centre,MASON ASSISTANT,Saudi Arabia,Riyadh,,Administration
King Faisal Specialist Hospital & Research Centre,MASON ASSISTANT,Saudi Arabia,Riyadh,,Customer Service/Support
King Faisal Specialist Hospital & Research Centre,MASON ASSISTANT,Saudi Arabia,Riyadh,,IT/Software Development
Pure Group,Senior React Developer,Egypt,Cairo,,IT/Software Development
Pure Group,Senior Odoo Developer,Egypt,Cairo,,IT/Software Development
Abacus Technology,Database Administrator,Saudi Arabia,Qatif,,Installation/Maintenance/Repair
Abacus Technology,Database Administrator,Saudi Arabia,Qatif,,IT/Software Development
Abacus Technology,Database Administrator,Saudi Arabia,Qatif,,Engineering - Telecom/Technology
Qureos,Operations Officer – Umrah JEDDAH BASED - Tiger Recruitment Ltd,Saudi Arabia,Riyadh,,Accounting/Finance
Qureos,Operations Officer – Umrah JEDDAH BASED - Tiger Recruitment Ltd,Saudi Arabia,Riyadh,,IT/Software Development
Qureos,Operations Officer – Umrah JEDDAH BASED - Tiger Recruitment Ltd,Saudi Arabia,Riyadh,,Operations/Management
Qureos,Maintenance Inventory Coordinator - ALPLA PLASTICS MIDDLE EAST SAUDI INDUSTRIAL LTD CO.,Saudi Arabia,Riyadh,,Installation/Maintenance/Repair
Qureos,Maintenance Inventory Coordinator - ALPLA PLASTICS MIDDLE EAST SAUDI INDUSTRIAL LTD CO.,Saudi Arabia,Riyadh,,IT/Software Development
Qureos,Maintenance Inventory Coordinator - ALPLA PLASTICS MIDDLE EAST SAUDI INDUSTRIAL LTD CO.,Saudi Arabia,Riyadh,,Engineering - Mechanical/Electrical
Qureos,Project Coordinator - deugro group,Saudi Arabia,Riyadh,,Administration
Qureos,Project Coordinator - deugro group,Saudi Arabia,Riyadh,,IT/Software Development
Qureos,Project Coordinator - deugro group,Saudi Arabia,Riyadh,,Project/Program Management
EELU,Communications Engineer,Egypt,Giza,Dokki,IT/Software Development
EELU,Communications Engineer,Egypt,Giza,Dokki,Engineering - Telecom/Technology
HungerStation LTD,Staff Security Engineer,United Arab Emirates,Dubai,,Installation/Maintenance/Repair
HungerStation LTD,Staff Security Engineer,United Arab Emirates,Dubai,,IT/Software Development
HungerStation LTD,Staff Security Engineer,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
HungerStation LTD,Senior Software Engineer - Backend,United Arab Emirates,Dubai,,IT/Software Development
HungerStation LTD,Senior Software Engineer - Backend,United Arab Emirates,Dubai,,Quality
HungerStation LTD,Senior Software Engineer - Backend,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
IBM WTC Egypt,Data Engineer-Data Integration,Egypt,Cairo,,IT/Software Development
IBM WTC Egypt,Data Engineer-Data Integration,Egypt,Cairo,,Analyst/Research
IBM WTC Egypt,Data Engineer-Data Integration,Egypt,Cairo,,Engineering - Telecom/Technology
Raytheon,Interactive Learning Specialist (KSA),Saudi Arabia,Riyadh,,Human Resources
Raytheon,Interactive Learning Specialist (KSA),Saudi Arabia,Riyadh,,IT/Software Development
Raytheon,Interactive Learning Specialist (KSA),Saudi Arabia,Riyadh,,Training/Instructor
Antal International - Egypt,GTM SAP DSD Sub-Lead,Egypt,Cairo,,Accounting/Finance
Antal International - Egypt,GTM SAP DSD Sub-Lead,Egypt,Cairo,,IT/Software Development
Antal International - Egypt,GTM SAP DSD Sub-Lead,Egypt,Cairo,,Sales/Retail
Logistica,ERP Specialist - Microsoft Dynamics AX2012/365,Egypt,Giza,6th of October,IT/Software Development
Logistica,Applications Supervisor,Egypt,Giza,6th of October,IT/Software Development
Logistica,Applications Supervisor,Egypt,Giza,6th of October,Engineering - Telecom/Technology
Estafsar,UI/UX Developer,Egypt,Cairo,Downtown,IT/Software Development
Estafsar,UI/UX Developer,Egypt,Cairo,Downtown,Engineering - Telecom/Technology
Xceed Contact Center,Information Services Administrator,Egypt,Giza,6th of October,IT/Software Development
Xceed Contact Center,Information Services Administrator,Egypt,Giza,6th of October,Engineering - Telecom/Technology
Etisalat Egypt,NOC Senior Engineer,Egypt,Giza,6th of October,Customer Service/Support
Etisalat Egypt,NOC Senior Engineer,Egypt,Giza,6th of October,IT/Software Development
Etisalat Egypt,NOC Senior Engineer,Egypt,Giza,6th of October,Engineering - Telecom/Technology
United Group For Engineering And Investment,Senior IT Specialist,Egypt,Cairo,Nasr City,Installation/Maintenance/Repair
United Group For Engineering And Investment,Senior IT Specialist,Egypt,Cairo,Nasr City,IT/Software Development
United Group For Engineering And Investment,Senior IT Specialist,Egypt,Cairo,Nasr City,Engineering - Telecom/Technology
Confidential,Front End Developer (Angular),Egypt,Cairo,,IT/Software Development
Ultimate Academy Not Verified,ERP Sales Representative,Egypt,Giza,Sheikh Zayed,IT/Software Development
Ultimate Academy Not Verified,ERP Sales Representative,Egypt,Giza,Sheikh Zayed,Sales/Retail
Confidential,Backend Developer (Java Spring Boot),Egypt,Cairo,,IT/Software Development
Link Datacenter,Junior Operations Engineer - Network/Cloud,Egypt,Giza,,Installation/Maintenance/Repair
Link Datacenter,Junior Operations Engineer - Network/Cloud,Egypt,Giza,,IT/Software Development
Link Datacenter,Junior Operations Engineer - Network/Cloud,Egypt,Giza,,Engineering - Telecom/Technology
Link Datacenter,Software Quality Control Engineer,Egypt,Cairo,Maadi,IT/Software Development
Link Datacenter,Software Quality Control Engineer,Egypt,Cairo,Maadi,Quality
Link Datacenter,Software Quality Control Engineer,Egypt,Cairo,Maadi,Engineering - Telecom/Technology
Link Datacenter,SOC Analyst,Egypt,Giza,,IT/Software Development
Link Datacenter,SOC Analyst,Egypt,Giza,,Analyst/Research
Link Datacenter,SOC Analyst,Egypt,Giza,,Engineering - Telecom/Technology
WSC,Senior NET Developer,Egypt,Giza,Dokki,IT/Software Development
ثقة الانجاز,Senior Flutter Developer,Egypt,Cairo,New Cairo,IT/Software Development
ثقة الانجاز,Senior Flutter Developer,Egypt,Cairo,New Cairo,Engineering - Telecom/Technology
ثقة الانجاز,Senior Quality Control Engineer,Egypt,Cairo,New Cairo,IT/Software Development
ثقة الانجاز,Senior Quality Control Engineer,Egypt,Cairo,New Cairo,Quality
ثقة الانجاز,Senior Quality Control Engineer,Egypt,Cairo,New Cairo,Engineering - Telecom/Technology
El-Sewedy Electrometer,Senior Full Stack Developer,Egypt,Giza,6th of October,IT/Software Development
El-Sewedy Electrometer,Senior Full Stack Developer,Egypt,Giza,6th of October,Engineering - Telecom/Technology
ثقة الانجاز,Senior Backend Developer,Egypt,Cairo,New Cairo,IT/Software Development
ثقة الانجاز,Senior Backend Developer,Egypt,Cairo,New Cairo,Engineering - Telecom/Technology
ثقة الانجاز,Senior Frontend Developer,Egypt,Cairo,New Cairo,IT/Software Development
ثقة الانجاز,Senior Frontend Developer,Egypt,Cairo,New Cairo,Engineering - Telecom/Technology
CyberX,Laravel Developer,Egypt,Cairo,,IT/Software Development
CyberX,Flutter developer,Egypt,Cairo,,IT/Software Development
CyberX,Vue.JS Frontend Developer,Egypt,Cairo,,IT/Software Development
Confidential,Network Section Head,Egypt,Giza,Mohandessin,IT/Software Development
Confidential,Network Section Head,Egypt,Giza,Mohandessin,Engineering - Telecom/Technology
Softec Technologies,Senior iOS and Flutter Developer,Egypt,Cairo,Maadi,IT/Software Development
Softec Technologies,Senior iOS and Flutter Developer,Egypt,Cairo,Maadi,Engineering - Telecom/Technology
qTech.,Team Leader Software Tester / Quality Control Engineer,Egypt,Dakahlia,Mansoura,IT/Software Development
qTech.,Team Leader Software Tester / Quality Control Engineer,Egypt,Dakahlia,Mansoura,Quality
qTech.,Team Leader Software Tester / Quality Control Engineer,Egypt,Dakahlia,Mansoura,Engineering - Telecom/Technology
AGG information technology,Software Engineer,Egypt,Cairo,Nasr City,IT/Software Development
AGG information technology,Software Engineer,Egypt,Cairo,Nasr City,Engineering - Telecom/Technology
waffarha.com,Sr. Devops Engineer,Egypt,Cairo,Downtown,IT/Software Development
waffarha.com,Sr. Devops Engineer,Egypt,Cairo,Downtown,Engineering - Telecom/Technology
3D Diagnostix,Technical Support Agent (Fluent English Speaker),Egypt,Cairo,Maadi,Customer Service/Support
3D Diagnostix,Technical Support Agent (Fluent English Speaker),Egypt,Cairo,Maadi,Installation/Maintenance/Repair
3D Diagnostix,Technical Support Agent (Fluent English Speaker),Egypt,Cairo,Maadi,IT/Software Development
Art Link,Senior Backend Developer,Egypt,Alexandria,Smouha,IT/Software Development
El Sewedy Education - The Knowledge Hub Universities,Senior Application Support Officer,Egypt,Cairo,New Capital,Installation/Maintenance/Repair
El Sewedy Education - The Knowledge Hub Universities,Senior Application Support Officer,Egypt,Cairo,New Capital,IT/Software Development
El Sewedy Education - The Knowledge Hub Universities,Senior Application Support Officer,Egypt,Cairo,New Capital,Engineering - Telecom/Technology
El Alsson British & American International School,IT Help Desk,Egypt,Giza,6th of October,IT/Software Development
Four Seasons Hotels and Resorts,Learning & Development Manager,Saudi Arabia,Riyadh,,IT/Software Development
Four Seasons Hotels and Resorts,Learning & Development Manager,Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
Four Seasons Hotels and Resorts,Learning & Development Manager,Saudi Arabia,Riyadh,,Education/Teaching
Schneider Electric - Egypt,Senior Technical Support Engineer ( French speaker),Egypt,Cairo,,Installation/Maintenance/Repair
Schneider Electric - Egypt,Senior Technical Support Engineer ( French speaker),Egypt,Cairo,,IT/Software Development
Schneider Electric - Egypt,Senior Technical Support Engineer ( French speaker),Egypt,Cairo,,Engineering - Telecom/Technology
ADNOC (Abu Dhabi National Oil Company),"Senior Engineer, Reservoir Simulation",United Arab Emirates,Abu Dhabi,,IT/Software Development
ADNOC (Abu Dhabi National Oil Company),"Senior Engineer, Reservoir Simulation",United Arab Emirates,Abu Dhabi,,Engineering - Telecom/Technology
ADNOC (Abu Dhabi National Oil Company),"Senior Engineer, Reservoir Simulation",United Arab Emirates,Abu Dhabi,,Engineering - Mechanical/Electrical
UrbaCon Contracting & Trading Company,Senior Logistics Manager,Saudi Arabia,Riyadh,,IT/Software Development
UrbaCon Contracting & Trading Company,Senior Logistics Manager,Saudi Arabia,Riyadh,,Logistics/Supply Chain
UrbaCon Contracting & Trading Company,Senior Logistics Manager,Saudi Arabia,Riyadh,,Sales/Retail
Park Rotana,Front Desk Agent,United Arab Emirates,Abu Dhabi,,Administration
Park Rotana,Front Desk Agent,United Arab Emirates,Abu Dhabi,,Customer Service/Support
Park Rotana,Front Desk Agent,United Arab Emirates,Abu Dhabi,,IT/Software Development
NOMAC,Electrical Technician - Sakaka PV,Saudi Arabia,Riyadh,,Installation/Maintenance/Repair
NOMAC,Electrical Technician - Sakaka PV,Saudi Arabia,Riyadh,,IT/Software Development
NOMAC,Electrical Technician - Sakaka PV,Saudi Arabia,Riyadh,,Engineering - Mechanical/Electrical
"White House Nannies, Inc.",Great Schedule for an Active & Fun-loving Nanny,Egypt,Alexandria,,Customer Service/Support
"White House Nannies, Inc.",Great Schedule for an Active & Fun-loving Nanny,Egypt,Alexandria,,IT/Software Development
"White House Nannies, Inc.",Great Schedule for an Active & Fun-loving Nanny,Egypt,Alexandria,,Engineering - Telecom/Technology
University of Doha for Science and Technology (UDST),Lecturer in Mathematics,Qatar,Doha,,IT/Software Development
University of Doha for Science and Technology (UDST),Lecturer in Mathematics,Qatar,Doha,,Engineering - Telecom/Technology
University of Doha for Science and Technology (UDST),Lecturer in Mathematics,Qatar,Doha,,Education/Teaching
Giza Arabia Systems,Specialist Big Data Administrator - SWDC,Egypt,Cairo,,Administration
Giza Arabia Systems,Specialist Big Data Administrator - SWDC,Egypt,Cairo,,Human Resources
Giza Arabia Systems,Specialist Big Data Administrator - SWDC,Egypt,Cairo,,IT/Software Development
Giza Arabia Systems,Site Reliability Engineer Specialist - SWDC,Egypt,Cairo,,Engineering - Construction/Civil/Architecture
Giza Arabia Systems,Site Reliability Engineer Specialist - SWDC,Egypt,Cairo,,IT/Software Development
Giza Arabia Systems,Site Reliability Engineer Specialist - SWDC,Egypt,Cairo,,Engineering - Telecom/Technology
Antal International - Egypt,Information Security Manager,Egypt,Cairo,,Installation/Maintenance/Repair
Antal International - Egypt,Information Security Manager,Egypt,Cairo,,IT/Software Development
Antal International - Egypt,Information Security Manager,Egypt,Cairo,,Engineering - Telecom/Technology
City Centre Rotana,Team Leader - Guest Services,Qatar,Doha,,IT/Software Development
City Centre Rotana,Team Leader - Guest Services,Qatar,Doha,,Sales/Retail
City Centre Rotana,Team Leader - Guest Services,Qatar,Doha,,Engineering - Telecom/Technology
Biospan Limited,Private Chef Role in Saudi Arabia - Health-Focused,Qatar,Doha,,IT/Software Development
Biospan Limited,Private Chef Role in Saudi Arabia - Health-Focused,Qatar,Doha,,Sales/Retail
Biospan Limited,Private Chef Role in Saudi Arabia - Health-Focused,Qatar,Doha,,Engineering - Telecom/Technology
"GreatAuPair, LLC",Professional family with one daughter,United Arab Emirates,Dubai,,IT/Software Development
"GreatAuPair, LLC",Professional family with one daughter,United Arab Emirates,Dubai,,Sales/Retail
"GreatAuPair, LLC",Professional family with one daughter,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
Ernst & Young - MENA,"Manager, Enterprise Asset Management - Supply Chain & Operations",Qatar,Doha,,IT/Software Development
Ernst & Young - MENA,"Manager, Enterprise Asset Management - Supply Chain & Operations",Qatar,Doha,,Sales/Retail
Ernst & Young - MENA,"Manager, Enterprise Asset Management - Supply Chain & Operations",Qatar,Doha,,Engineering - Telecom/Technology
Professional Recruitment,Software Engineer,Saudi Arabia,Riyadh,,IT/Software Development
Professional Recruitment,Software Engineer,Saudi Arabia,Riyadh,,Quality
Professional Recruitment,Software Engineer,Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
,IT Application Engineer,United Arab Emirates,Ajman,,Installation/Maintenance/Repair
,IT Application Engineer,United Arab Emirates,Ajman,,IT/Software Development
,IT Application Engineer,United Arab Emirates,Ajman,,Engineering - Telecom/Technology
NOMAC,Condition Monitoring Engineer - Rabigh,Saudi Arabia,Rabigh,,Installation/Maintenance/Repair
NOMAC,Condition Monitoring Engineer - Rabigh,Saudi Arabia,Rabigh,,IT/Software Development
NOMAC,Condition Monitoring Engineer - Rabigh,Saudi Arabia,Rabigh,,Engineering - Mechanical/Electrical
Confidential,React Native Senior Developer at KSA,Saudi Arabia,Riyadh,,Creative/Design/Art
Confidential,React Native Senior Developer at KSA,Saudi Arabia,Riyadh,,IT/Software Development
Confidential,React Native Senior Developer at KSA,Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
Confidential,Senior Oracle APEX Developer at KSA,Saudi Arabia,Riyadh,,IT/Software Development
Confidential,Senior Oracle APEX Developer at KSA,Saudi Arabia,Riyadh,,Analyst/Research
Confidential,Senior Oracle APEX Developer at KSA,Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
classera,Hardware Partnerships Sales Officer,Egypt,Cairo,New Cairo,Business Development
classera,Hardware Partnerships Sales Officer,Egypt,Cairo,New Cairo,IT/Software Development
classera,Hardware Partnerships Sales Officer,Egypt,Cairo,New Cairo,Sales/Retail
Confidential,Blender - 3 D Animator,Egypt,Cairo,Nasr City,Creative/Design/Art
Confidential,Blender - 3 D Animator,Egypt,Cairo,Nasr City,IT/Software Development
Confidential,Blender - 3 D Animator,Egypt,Cairo,Nasr City,Engineering - Telecom/Technology
Confidential,Technical Recruiter,Egypt,Cairo,Heliopolis,Human Resources
Confidential,Technical Recruiter,Egypt,Cairo,Heliopolis,IT/Software Development
Confidential,Pre Sales Software Engineer,Egypt,Cairo,Nasr City,IT/Software Development
Confidential,Pre Sales Software Engineer,Egypt,Cairo,Nasr City,Sales/Retail
Confidential,Pre Sales Software Engineer,Egypt,Cairo,Nasr City,Engineering - Telecom/Technology
Premium Card,Technical Support Specialist,Egypt,Giza,Dokki,IT/Software Development
Premium Card,Technical Support Specialist,Egypt,Giza,Dokki,Engineering - Telecom/Technology
Infotech,IT Administrator,Egypt,Cairo,Nasr City,Installation/Maintenance/Repair
Infotech,IT Administrator,Egypt,Cairo,Nasr City,IT/Software Development
Roaya,Technical Projects Coordinator - IT Background,Egypt,Cairo,Maadi,IT/Software Development
Roaya,Technical Projects Coordinator - IT Background,Egypt,Cairo,Maadi,Project/Program Management
Xceed Contact Center,Information Security Senior Supervisor,Egypt,Cairo,Maadi,IT/Software Development
Xceed Contact Center,Information Security Senior Supervisor,Egypt,Cairo,Maadi,Engineering - Telecom/Technology
Mazaya,IT Specialist,Egypt,Cairo,New Cairo,IT/Software Development
GS - GEO Solutions,Senior Full Stack developer (.Net & Angular),Egypt,Cairo,,IT/Software Development
GS - GEO Solutions,Senior Full Stack developer (.Net & Angular),Egypt,Cairo,,Engineering - Telecom/Technology
Arabic Localizer,Business Development Executive - Mawared Software Solutions,Egypt,Giza,Mohandessin,Business Development
Arabic Localizer,Business Development Executive - Mawared Software Solutions,Egypt,Giza,Mohandessin,IT/Software Development
Arabic Localizer,Business Development Executive - Mawared Software Solutions,Egypt,Giza,Mohandessin,Sales/Retail
hyperone,Technical Support Specialist,Egypt,Sharqia,10th of Ramadan City,IT/Software Development
Expert Apps,Senior Business Analyst,Egypt,Cairo,Maadi,IT/Software Development
Expert Apps,Senior Business Analyst,Egypt,Cairo,Maadi,Analyst/Research
K Line Europe,Senior Software Engineer,Egypt,Cairo,Nasr City,IT/Software Development
TTC Technologies,Embedded Hardware Engineer - PCB Design,Egypt,Cairo,Heliopolis,IT/Software Development
TTC Technologies,Embedded Hardware Engineer - PCB Design,Egypt,Cairo,Heliopolis,Engineering - Telecom/Technology
Injaz Tech for advanced systems,Sales Specialist (IT Solutions),Egypt,Cairo,Heliopolis,IT/Software Development
Injaz Tech for advanced systems,Sales Specialist (IT Solutions),Egypt,Cairo,Heliopolis,Sales/Retail
Injaz Tech for advanced systems,Sales Specialist (IT Solutions),Egypt,Cairo,Heliopolis,Engineering - Telecom/Technology
SE Wiring Systems EGYPT,IT Engineer,Egypt,Giza,6th of October,Installation/Maintenance/Repair
SE Wiring Systems EGYPT,IT Engineer,Egypt,Giza,6th of October,IT/Software Development
SE Wiring Systems EGYPT,IT Engineer,Egypt,Giza,6th of October,Engineering - Telecom/Technology
Confidential,IT Manager,Egypt,Cairo,Obour City,IT/Software Development
Confidential,IT Manager,Egypt,Cairo,Obour City,Project/Program Management
Confidential,IT Manager,Egypt,Cairo,Obour City,Engineering - Telecom/Technology
scandiweb,Junior Web Developer,Latvia,Riga,,IT/Software Development
scandiweb,Junior Web Developer,Latvia,Riga,,Engineering - Telecom/Technology
qTech.,Senior UI Developer,Egypt,Dakahlia,Mansoura,Creative/Design/Art
qTech.,Senior UI Developer,Egypt,Dakahlia,Mansoura,IT/Software Development
qTech.,Senior UI Developer,Egypt,Dakahlia,Mansoura,Engineering - Telecom/Technology
qTech.,UI Developer,Egypt,Dakahlia,Mansoura,Creative/Design/Art
qTech.,UI Developer,Egypt,Dakahlia,Mansoura,IT/Software Development
qTech.,UI Developer,Egypt,Dakahlia,Mansoura,Engineering - Telecom/Technology
qTech.,Senior UI/UX Designer,Egypt,Dakahlia,Mansoura,Creative/Design/Art
qTech.,Senior UI/UX Designer,Egypt,Dakahlia,Mansoura,IT/Software Development
qTech.,Senior UI/UX Designer,Egypt,Dakahlia,Mansoura,Engineering - Telecom/Technology
qTech.,UI/UX Designer,Egypt,Dakahlia,Mansoura,Creative/Design/Art
qTech.,UI/UX Designer,Egypt,Dakahlia,Mansoura,IT/Software Development
